"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"4024","negative regulation of lymphocyte proliferation (GO:0050672)","2/39",0.893017433188618,0.959787051126677,0,0,0.520173180098672,0.0588571668347096,"CEBPB;DLG5"
"4025","protein monoubiquitination (GO:0006513)","2/39",0.893017433188618,0.959787051126677,0,0,0.520173180098672,0.0588571668347096,"UBE2B;RBX1"
"4026","interferon-gamma-mediated signaling pathway (GO:0060333)","4/68",0.893021185078808,0.959787051126677,0,0,0.601192061800746,0.0680218607392359,"TRIM8;HLA-B;B2M;CAMK2G"
"4027","negative regulation of viral genome replication (GO:0045071)","3/54",0.893998704450424,0.960360574517623,0,0,0.565933721731504,0.0634134128380281,"SRPK2;BANF1;IFIT1"
"4028","regulation of cellular amino acid metabolic process (GO:0006521)","3/54",0.893998704450424,0.960360574517623,0,0,0.565933721731504,0.0634134128380281,"PSMD8;PSMD7;OAZ1"
"4029","acylglycerol biosynthetic process (GO:0046463)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"LPIN1"
"4030","cilium-dependent cell motility (GO:0060285)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"GAS8"
"4031","hexose transmembrane transport (GO:0008645)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"SLC2A6"
"4032","negative regulation of reactive oxygen species metabolic process (GO:2000378)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"MT3"
"4033","positive regulation of JUN kinase activity (GO:0043507)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"MAP3K11"
"4034","positive regulation of transcription by RNA polymerase I (GO:0045943)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"WDR43"
"4035","positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"DHX36"
"4036","protein alkylation (GO:0008213)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"PRMT8"
"4037","regulation of interleukin-4 production (GO:0032673)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"CEBPB"
"4038","regulation of SMAD protein signal transduction (GO:0060390)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"SMAD4"
"4039","response to nutrient levels (GO:0031667)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"KCNB1"
"4040","vesicle transport along microtubule (GO:0047496)","1/23",0.89700120739407,0.96072079157503,0,0,0.43754835589942,0.0475606622066995,"PAFAH1B1"
"4041","epithelium development (GO:0060429)","8/122",0.897220411082666,0.96072079157503,0,0,0.674590908665149,0.0731618981351553,"GSTK1;AHI1;TAGLN;PTCH1;TOLLIP;PKD1;VCL;CNN3"
"4042","regulation of cytosolic calcium ion concentration (GO:0051480)","10/148",0.899131252262563,0.962528680984688,0,0,0.696403535271381,0.0740459813364959,"YWHAE;ADCYAP1;CALB1;TMEM178A;NPTN;CACNA1A;ATP2B2;CACNA1C;SLC8B1;SLC8A1"
"4043","peptide metabolic process (GO:0006518)","5/83",0.90070453297314,0.962731734285308,0,0,0.616457547427697,0.0644679020076121,"GSTZ1;PCSK1;GSTK1;GSTP1;HM13"
"4044","ceramide metabolic process (GO:0006672)","3/55",0.900995570456089,0.962731734285308,0,0,0.555019660850332,0.0578635401302798,"PPP2R1A;GBA;SPTSSB"
"4045","autophagy of mitochondrion (GO:0000422)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"MAP1LC3A;RB1CC1"
"4046","carboxylic acid metabolic process (GO:0019752)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"CSGALNACT1;MIF"
"4047","negative regulation of blood coagulation (GO:0030195)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"PDGFA;SERPING1"
"4048","nucleocytoplasmic transport (GO:0006913)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"ANP32A;NEMF"
"4049","positive regulation of catalytic activity (GO:0043085)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"MT3;MAPK3"
"4050","response to organonitrogen compound (GO:0010243)","2/40",0.901100883719782,0.962731734285308,0,0,0.506456401781463,0.0527413866645385,"ERLEC1;TRPV1"
"4051","fatty acid catabolic process (GO:0009062)","4/70",0.9054448600712,0.963697535567665,0,0,0.582909542952164,0.0578997625162289,"ABHD2;HSD17B4;AIG1;LPIN1"
"4052","lymphocyte differentiation (GO:0030098)","5/84",0.906223000960344,0.963697535567665,0,0,0.60862055005263,0.0599307835829826,"LMBR1L;HDAC4;ADAM17;KLF6;PTPN2"
"4053","fatty acid metabolic process (GO:0006631)","8/124",0.906585484822364,0.963697535567665,0,0,0.662886389159931,0.0650092358147827,"GNPAT;ACOT7;GPX4;FASN;LPL;THEM4;ALKBH7;LPIN1"
"4054","cholesterol efflux (GO:0033344)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"ABCA5"
"4055","defense response to fungus (GO:0050832)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"GAPDH"
"4056","DNA packaging (GO:0006323)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"BANF1"
"4057","endocrine system development (GO:0035270)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"NF1"
"4058","establishment of mitotic spindle orientation (GO:0000132)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"PAFAH1B1"
"4059","histone monoubiquitination (GO:0010390)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"SKP1"
"4060","inner ear morphogenesis (GO:0042472)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"MYO6"
"4061","ncRNA 3'-end processing (GO:0043628)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"ELAC2"
"4062","phospholipid catabolic process (GO:0009395)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"ABHD12"
"4063","positive regulation of phospholipase activity (GO:0010518)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"NTRK3"
"4064","protein exit from endoplasmic reticulum (GO:0032527)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"SEC61B"
"4065","protein K48-linked deubiquitination (GO:0071108)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"USP34"
"4066","purine nucleotide metabolic process (GO:0006163)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"PRPS1"
"4067","regulation of axon extension involved in axon guidance (GO:0048841)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"MEGF8"
"4068","regulation of keratinocyte proliferation (GO:0010837)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"EPB41L4B"
"4069","sulfur amino acid metabolic process (GO:0000096)","1/24",0.906699227160564,0.963697535567665,0,0,0.41850138760407,0.0409899077752864,"MTR"
"4070","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"PCBP4;MDM4;RPL26"
"4071","positive regulation of interleukin-1 beta production (GO:0032731)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"APP;HSPB1;LPL"
"4072","Rho protein signal transduction (GO:0007266)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"PLEKHG5;CFL1;ARHGDIG"
"4073","sensory organ development (GO:0007423)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"AHI1;ASCL1;MEIS3"
"4074","telomere maintenance (GO:0000723)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"PTGES3;RPA1;TERF2IP"
"4075","tight junction assembly (GO:0120192)","3/56",0.907572788869479,0.963697535567665,0,0,0.544517451323166,0.0528081235284178,"FRMPD2;ARL2;ACTG1"
"4076","cortical cytoskeleton organization (GO:0030865)","2/41",0.908611125929526,0.963853969575155,0,0,0.493443047993341,0.0472906346035924,"RAC1;RHOBTB1"
"4077","epithelial cell migration (GO:0010631)","2/41",0.908611125929526,0.963853969575155,0,0,0.493443047993341,0.0472906346035924,"ZEB2;PLEKHG5"
"4078","nucleobase-containing compound catabolic process (GO:0034655)","2/41",0.908611125929526,0.963853969575155,0,0,0.493443047993341,0.0472906346035924,"SUPV3L1;SKIV2L"
"4079","response to growth factor (GO:0070848)","2/41",0.908611125929526,0.963853969575155,0,0,0.493443047993341,0.0472906346035924,"CTNNB1;ACVR1B"
"4080","proteolysis (GO:0006508)","21/287",0.910908701018426,0.966054399339885,0,0,0.75776740237691,0.0707092504252282,"PCSK2;PCSK1;MBTPS1;FBXO2;SPPL2B;PTCH1;HM13;UBE3A;PCSK7;VASH1;SPG7;ADAM17;XPNPEP1;CPNE1;CAPN2;LONP2;YME1L1;FBXL2;CTSD;TRABD2A;METAP2"
"4081","regulation of hematopoietic stem cell differentiation (GO:1902036)","4/71",0.911163582700896,0.966087925103351,0,0,0.574177593651349,0.0534173687308595,"PSMD8;PSMD7;KMT2A;N4BP2L2"
"4082","arachidonic acid metabolic process (GO:0019369)","3/57",0.913751332990611,0.966984071078355,0,0,0.534404212519229,0.0482015547420173,"GPX4;PTGES3;MGLL"
"4083","icosanoid metabolic process (GO:0006690)","3/57",0.913751332990611,0.966984071078355,0,0,0.534404212519229,0.0482015547420173,"GPX4;FADS1;MGLL"
"4084","renal system development (GO:0072001)","3/57",0.913751332990611,0.966984071078355,0,0,0.534404212519229,0.0482015547420173,"TRAF3IP1;IFT27;PKD1"
"4085","phosphatidylinositol biosynthetic process (GO:0006661)","8/126",0.915215678580443,0.966984071078355,0,0,0.651578633027772,0.0577269524970754,"EFR3A;ARF1;PIK3C3;PIP4K2C;SYNJ2;PIGG;EFR3B;IP6K2"
"4086","3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"SULT4A1"
"4087","acylglycerol homeostasis (GO:0055090)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"LPL"
"4088","cardiac conduction system development (GO:0003161)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"SMAD4"
"4089","endosome transport via multivesicular body sorting pathway (GO:0032509)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"CHMP4A"
"4090","negative regulation of sequestering of calcium ion (GO:0051283)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"HTR2A"
"4091","negative regulation of signaling (GO:0023057)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"IGFBP3"
"4092","peptide catabolic process (GO:0043171)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"XPNPEP1"
"4093","phosphatidylinositol dephosphorylation (GO:0046856)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"SYNJ2"
"4094","positive regulation of DNA-templated transcription, elongation (GO:0032786)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"TCERG1"
"4095","positive regulation of vascular endothelial growth factor production (GO:0010575)","1/25",0.915484534104411,0.966984071078355,0,0,0.401041666666667,0.0354127044092286,"IL6ST"
"4096","regulation of double-strand break repair (GO:2000779)","2/42",0.915584409338577,0.966984071078355,0,0,0.481080361894625,0.0424277851042722,"TWIST1;TERF2IP"
"4097","skeletal system morphogenesis (GO:0048705)","2/42",0.915584409338577,0.966984071078355,0,0,0.481080361894625,0.0424277851042722,"ANKRD11;MEGF8"
"4098","sulfur compound biosynthetic process (GO:0044272)","7/113",0.916071979928672,0.967262922682128,0,0,0.634758663740158,0.055643158178549,"CSGALNACT1;GSTZ1;GSTK1;VCAN;B4GAT1;GSTP1;PRELP"
"4099","response to interleukin-1 (GO:0070555)","5/86",0.916460522874712,0.967437102336881,0,0,0.593527073626576,0.0517770977908571,"HDAC4;APP;CHI3L1;NR1D1;SNCA"
"4100","DNA metabolic process (GO:0006259)","20/277",0.917069002020784,0.967843310181447,0,0,0.746931171685028,0.0646637451611853,"SRPK2;UVRAG;UBE2B;INTS3;PRIM1;PTGES3;RPA1;XPC;REXO4;SUPV3L1;ENDOV;SLX4;UBB;TDG;UBC;TERF2IP;NEIL1;RPS27A;MNAT1;RAN"
"4101","negative regulation of Wnt signaling pathway (GO:0030178)","13/191",0.918629605355814,0.96904521173009,0,0,0.701444193152564,0.0595331671459151,"TLE4;LMBR1L;CHD8;CTNND1;TSC2;CXXC4;RBX1;PSMD8;STK11;PSMD7;RNF213;NPHP4;TRABD2A"
"4102","cytokine-mediated signaling pathway (GO:0019221)","49/621",0.919468658168261,0.96904521173009,0,0,0.820497870033896,0.0688884442567249,"ARF1;IL1RAP;IFIT1;CRKL;PSMD8;TRIM8;PSMD7;RPS6KA5;TMSB4X;CFL1;B2M;SKP1;HSP90AA1;HLA-B;ACTN4;MIF;IL17RE;TYK2;IL17RC;RBX1;ADAM17;TRAF5;CANX;CDIP1;SNRPA1;IL6ST;PPIA;CEBPD;IFI6;TWIST1;DUOX1;UBB;UBC;NDN;PTK2B;STX3;RPS27A;CAMK2G;IP6K2;MAPK3;MAP3K3;SMAD4;POU2F1;STAT2;SOD2;MT3;NFKBIA;TOLLIP;BRWD1"
"4103","membrane lipid biosynthetic process (GO:0046467)","3/58",0.919551569069505,0.96904521173009,0,0,0.524658727853616,0.044002682958409,"SPNS2;SPTSSB;HACD3"
"4104","regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","3/58",0.919551569069505,0.96904521173009,0,0,0.524658727853616,0.044002682958409,"SMAD4;PIN1;INHA"
"4105","regulation of phagocytosis (GO:0050764)","3/58",0.919551569069505,0.96904521173009,0,0,0.524658727853616,0.044002682958409,"SNX3;CALR;SYT7"
"4106","RNA modification (GO:0009451)","3/58",0.919551569069505,0.96904521173009,0,0,0.524658727853616,0.044002682958409,"QTRT1;TRMT6;TFB1M"
"4107","defense response to Gram-negative bacterium (GO:0050829)","4/73",0.921684437887298,0.970781777440916,0,0,0.55747299498892,0.0454632452155752,"CHGA;RPS19;ADGRB1;ROMO1"
"4108","anion transport (GO:0006820)","2/43",0.922055239326159,0.970781777440916,0,0,0.469320733654383,0.0380854454556654,"LRRC8B;SLC26A4"
"4109","positive regulation of phospholipase C activity (GO:0010863)","2/43",0.922055239326159,0.970781777440916,0,0,0.469320733654383,0.0380854454556654,"NTRK3;HTR2A"
"4110","negative regulation of interleukin-1 beta production (GO:0032691)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"GSTP1"
"4111","negative regulation of signaling receptor activity (GO:2000272)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"ZFYVE28"
"4112","phosphatidylethanolamine acyl-chain remodeling (GO:0036152)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"MBOAT2"
"4113","positive regulation of T cell mediated cytotoxicity (GO:0001916)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"HLA-B"
"4114","proteoglycan metabolic process (GO:0006029)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"CSGALNACT1"
"4115","regulation of mitotic metaphase/anaphase transition (GO:0030071)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"CDC16"
"4116","regulation of regulatory T cell differentiation (GO:0045589)","1/26",0.923442984965752,0.970781777440916,0,0,0.384978723404255,0.0306620998066955,"KAT2A"
"4117","positive regulation of apoptotic signaling pathway (GO:2001235)","3/59",0.924993220576436,0.972175289150895,0,0,0.515261296211775,0.0401743413311349,"BAD;DNM1L;STYXL1"
"4118","regulation of inflammatory response (GO:0050727)","14/206",0.926203981505956,0.972591997457582,0,0,0.700148410998036,0.0536739276372956,"APP;CELF1;GBA;LPL;NR1D2;NR1D1;NFKBIA;LRFN5;TMSB4X;CD200;MGLL;VAMP2;PTPN2;SNCA"
"4119","mitotic sister chromatid segregation (GO:0000070)","6/102",0.926473007495642,0.972591997457582,0,0,0.600766666666667,0.0458807711288084,"EML4;POGZ;VPS4A;CHMP4A;KPNB1;RAN"
"4120","positive regulation of vasculature development (GO:1904018)","6/102",0.926473007495642,0.972591997457582,0,0,0.600766666666667,0.0458807711288084,"MYDGF;BTG1;PRKCB;TWIST1;HSPB1;CHI3L1"
"4121","mitotic nuclear division (GO:0140014)","4/74",0.926513569105651,0.972591997457582,0,0,0.549478651343329,0.0419398305315361,"OFD1;ARHGEF10;KPNB1;RAN"
"4122","regulation of cytokine-mediated signaling pathway (GO:0001959)","4/74",0.926513569105651,0.972591997457582,0,0,0.549478651343329,0.0419398305315361,"CLIP3;HSP90AB1;SPPL2B;PTPN2"
"4123","DNA-dependent DNA replication (GO:0006261)","8/129",0.926875746826223,0.972658441442778,0,0,0.635317892804667,0.0482433472501653,"PSMD8;SRPK2;PSMD7;UBB;PRIM1;UBC;RPA1;RPS27A"
"4124","cellular response to lipid (GO:0071396)","15/219",0.927508250895978,0.972658441442778,0,0,0.705937519702415,0.0531243317523324,"MEF2C;NDUFA13;GSTP1;LPL;ATP1A3;ADCY2;NR1D1;ADCY1;RORB;ATP1A1;UBE2L3;BRINP1;PABPN1;PTK2B;GPLD1"
"4125","branching morphogenesis of an epithelial tube (GO:0048754)","2/44",0.928056384302601,0.972658441442778,0,0,0.458121087711295,0.0342045981517229,"CTNNB1;PKD1"
"4126","lymphocyte chemotaxis (GO:0048247)","2/44",0.928056384302601,0.972658441442778,0,0,0.458121087711295,0.0342045981517229,"SLC12A2;ADAM8"
"4127","positive regulation of cell division (GO:0051781)","2/44",0.928056384302601,0.972658441442778,0,0,0.458121087711295,0.0342045981517229,"CENPV;CIT"
"4128","cellular response to tumor necrosis factor (GO:0071356)","13/194",0.928064555177814,0.972658441442778,0,0,0.689702698546027,0.0514890548056297,"GBA;ACTN4;NR1D1;PSMD8;NFKBIA;ADAM17;PSMD7;TMSB4X;TRAF5;CDIP1;CHI3L1;PTK2B;ARHGEF2"
"4129","positive regulation of angiogenesis (GO:0045766)","7/116",0.928181107838624,0.972658441442778,0,0,0.617185434678312,0.0459978466086623,"MYDGF;BTG1;PKM;PRKCB;TWIST1;HSPB1;CHI3L1"
"4130","apical junction assembly (GO:0043297)","3/60",0.930095340737033,0.972658441442778,0,0,0.506193599013508,0.0366829294392892,"FRMPD2;ARL2;VCL"
"4131","Notch signaling pathway (GO:0007219)","3/60",0.930095340737033,0.972658441442778,0,0,0.506193599013508,0.0366829294392892,"ADAM17;SORBS2;ASCL1"
"4132","response to organic cyclic compound (GO:0014070)","3/60",0.930095340737033,0.972658441442778,0,0,0.506193599013508,0.0366829294392892,"PAQR7;CTNNB1;TRPV1"
"4133","L-alpha-amino acid transmembrane transport (GO:1902475)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"SLC25A29"
"4134","monocarboxylic acid catabolic process (GO:0072329)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"LPIN1"
"4135","negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"EVL"
"4136","regulation of blood coagulation (GO:0030193)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"DMTN"
"4137","regulation of cardiac muscle cell contraction (GO:0086004)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"CACNA1C"
"4138","regulation of toll-like receptor signaling pathway (GO:0034121)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"FLOT1"
"4139","regulation of vascular endothelial growth factor production (GO:0010574)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"IL6ST"
"4140","response to glucocorticoid (GO:0051384)","1/27",0.930652364249583,0.972658441442778,0,0,0.370151391162029,0.0266025849735652,"UBE2L3"
"4141","positive regulation of lymphocyte proliferation (GO:0050671)","4/75",0.931072628716428,0.972658441442778,0,0,0.541709500476487,0.0386878054415272,"MEF2C;TFRC;MIF;IL6ST"
"4142","regulation of hematopoietic progenitor cell differentiation (GO:1901532)","4/75",0.931072628716428,0.972658441442778,0,0,0.541709500476487,0.0386878054415272,"PSMD8;PSMD7;KMT2A;DHX36"
"4143","negative regulation of T cell activation (GO:0050868)","2/45",0.933618897223406,0.974847724007161,0,0,0.447442355533002,0.0307334538222931,"CEBPB;DLG5"
"4144","zymogen activation (GO:0031638)","2/45",0.933618897223406,0.974847724007161,0,0,0.447442355533002,0.0307334538222931,"GRIN2A;BAD"
"4145","positive regulation of interleukin-8 production (GO:0032757)","3/61",0.93487629377218,0.975925144306929,0,0,0.497438581028974,0.0334980436060188,"CHI3L1;HSPA1B;HSPA1A"
"4146","regulation of T cell proliferation (GO:0042129)","4/76",0.935374274715429,0.975978689947773,0,0,0.534156159355946,0.0356861909893215,"CEBPB;TFRC;DLG5;IL6ST"
"4147","carbohydrate derivative biosynthetic process (GO:1901137)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"TPI1"
"4148","cellular response to epidermal growth factor stimulus (GO:0071364)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"ZPR1"
"4149","cristae formation (GO:0042407)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"SPG7"
"4150","glycerophospholipid catabolic process (GO:0046475)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"ABHD12"
"4151","L-amino acid transport (GO:0015807)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"SFXN1"
"4152","regulation of muscle contraction (GO:0006937)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"PPP1R12B"
"4153","response to interferon-beta (GO:0035456)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"NDUFA13"
"4154","RNA phosphodiester bond hydrolysis (GO:0090501)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"DICER1"
"4155","sulfur compound transport (GO:0072348)","1/28",0.937183142300207,0.975978689947773,0,0,0.356422379826635,0.0231234578433907,"SLC26A4"
"4156","toll-like receptor signaling pathway (GO:0002224)","5/91",0.937857877829035,0.976446351628064,0,0,0.558864729508603,0.0358550048851678,"UBB;UBC;PIK3C3;CNPY3;RPS27A"
"4157","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","7/119",0.93873383049066,0.976693215958321,0,0,0.600553628601921,0.0379689825651503,"NDUFA13;PRR7;BAD;HIP1R;MAPT;CTSD;SNCA"
"4158","DNA repair (GO:0006281)","21/298",0.938760495691358,0.976693215958321,0,0,0.727227203912892,0.0459570471338577,"UVRAG;KDM4B;UBE2B;INTS3;CETN2;RPA1;XPC;NUCKS1;GTF2H2;MLH3;REXO4;ENDOV;SLX4;UBB;EME2;TDG;UBC;APBB1;NEIL1;RPS27A;MNAT1"
"4159","negative regulation of tumor necrosis factor production (GO:0032720)","2/46",0.938772148179029,0.976693215958321,0,0,0.437249020271905,0.0276264787531492,"GSTP1;DICER1"
"4160","positive regulation of interleukin-1 production (GO:0032732)","3/62",0.939353741956797,0.976908688606629,0,0,0.488980343315103,0.0305921499385471,"APP;HSPB1;LPL"
"4161","positive regulation of endothelial cell proliferation (GO:0001938)","4/77",0.939430795768935,0.976908688606629,0,0,0.526809759088023,0.0329156656424667,"PPP1R16B;MYDGF;NR4A1;ADAM17"
"4162","regulation of endothelial cell proliferation (GO:0001936)","5/92",0.941494675039243,0.978819668163096,0,0,0.552410361983187,0.0333029351968901,"PPP1R16B;MYDGF;NR4A1;NF1;VASH1"
"4163","phosphate-containing compound metabolic process (GO:0006796)","14/212",0.942251205659037,0.978834249182412,0,0,0.678704560332841,0.0403716326385691,"GPX4;SLC20A1;ITPK1;LPL;THNSL2;PTPRB;TOLLIP;PGP;PLCH1;CALM1;ALDOA;FRA10AC1;IP6K2;MAPK3"
"4164","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)","1/29",0.943099163240205,0.978834249182412,0,0,0.343674012158055,0.0201337449476751,"CEBPB"
"4165","negative regulation of mRNA catabolic process (GO:1902373)","1/29",0.943099163240205,0.978834249182412,0,0,0.343674012158055,0.0201337449476751,"CIRBP"
"4166","protein targeting to peroxisome (GO:0006625)","1/29",0.943099163240205,0.978834249182412,0,0,0.343674012158055,0.0201337449476751,"LONP2"
"4167","regulation of T cell mediated cytotoxicity (GO:0001914)","1/29",0.943099163240205,0.978834249182412,0,0,0.343674012158055,0.0201337449476751,"HLA-B"
"4168","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","8/134",0.943227879487753,0.978834249182412,0,0,0.609937372350613,0.0356492363707888,"PRNP;HAX1;DGKQ;NEDD9;PTK2B;MIF;ARHGEF2;IL6ST"
"4169","negative regulation of blood vessel morphogenesis (GO:2000181)","4/78",0.943254099676277,0.978834249182412,0,0,0.519661910178692,0.0303584273213739,"ADGRB1;CTNNB1;VASH1;GTF2I"
"4170","positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","2/47",0.943543866020399,0.978834249182412,0,0,0.427508722133523,0.0248435674347004,"SMAD4;INHA"
"4171","positive regulation of DNA metabolic process (GO:0051054)","3/63",0.943544639089402,0.978834249182412,0,0,0.48080404685836,0.0279402939217805,"ATRX;DHX36;NPAS2"
